Hugo_Symbol	Entrez_Gene_Id	TCGA-BR-6564-11A-01R-1884-13	TCGA-HU-A4GH-11A-11R-A36D-31	TCGA-IN-8663-11A-01R-2402-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-HU-A4GY-11A-11R-A36D-31	TCGA-IN-AB1X-11A-21R-A39E-31	TCGA-CG-5720-11A-01R-1602-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-CG-5734-11A-01R-1602-13	TCGA-IN-AB1V-11A-11R-A414-31	TCGA-FP-7829-11A-01R-2055-13	TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-IP-7968-11A-01R-2203-13	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-CG-5730-11A-01R-1602-13	TCGA-IN-7806-11A-01R-2055-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-BR-7851-11A-01R-2203-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-BR-7717-11A-01R-2055-13
PGAM4	441531	4.39	9.06	14.45	12.74	1.48	11.73	4.06	9.93	13.03	11.13	0.83	2.25	7.57	4.86	15.8	10.31	4.28	7.22	15.8	13.32	7.06	6.11	13.93	11.91	6.16	4.39	5.96	5.41	2.25	0.66	7.51	10.96	6.57
DCSTAMP	81501	1.13	5.06	0	0	0	0	1.5	0.39	2.16	0	0.35	3.2	0	5.54	1.53	0	1.11	3.17	4.46	3.2	5.73	5.92	0	0	3.14	0	1.43	2.53	0	0	0	2.1	6.21
CXCR1	3577	58.71	36.01	4.58	2.34	45.85	2.81	0.93	1.01	18.84	3.96	43.94	74.58	11.38	7.82	24.28	1.69	5.87	89.51	14.89	29.27	32.59	3.82	14.35	4.24	55.89	149.12	14.89	38.4	11.91	4.58	11.91	24.28	59.55
VTN	7448	269.6	29.91	0	195.72	75.64	6.57	15	8.78	101.54	7.06	53.19	59.97	72.52	18.03	189.02	4.21	18.29	76.71	71	24.99	36.01	10.79	134.3	8.78	70.51	23.25	35.76	3.59	65.72	13.03	48.18	49.91	32.36
MS4A10	341116	414.87	23.59	0	884.29	1.39	0	1.23	0	208.38	0	74.06	0	3.66	3.5	432.53	0	0	177.53	392.44	0	96.01	0	583.07	0	1.55	0.66	0.56	0	9.13	0	555.41	0	0
SERPINB7	8710	5.59	0	218.79	5.68	110.43	0	0	180.02	21.78	40.64	4.31	70.01	26.86	0	5.68	43.63	2.34	20.86	11.38	56.68	8.85	0	0.96	53.95	60.82	48.87	13.32	123.5	31.67	0	44.89	48.52	50.63
PER1	5187	2591.27	6337.83	1199.98	616.37	1721.16	6250.56	4736.79	2384.37	1044.52	2240.11	8963.45	2075.59	1819.35	3515.68	1159.07	2400.97	3614.55	1794.29	1628.26	2875.3	6792.79	6516.03	1037.29	2255.7	3039.3	1407.55	624.99	1119.56	616.37	4575.41	587.13	620.67	1709.26
PON3	5446	111.21	33.3	16.27	356.05	50.27	20.56	20.26	21.47	84.63	25.17	39.22	36.27	60.82	19.53	44.89	20.56	18.84	72.01	59.55	44.57	47.17	17.51	88.26	12.18	52.45	27.84	55.49	45.21	171.45	12.83	117.6	81.71	82.29
MOSPD1	56180	96.01	177.53	591.22	104.42	147.06	127	181.28	571.05	92.7	343.89	169.07	103.69	201.25	155.5	103.69	332.14	244.57	132.44	140.04	316.37	197.09	190.34	100.13	363.56	121.79	165.57	118.43	156.59	221.86	185.11	63	112.77	177.53
LDOC1	23641	529.06	1322.37	764.36	101.54	409.15	1883.54	1199.98	713.11	289.02	813.63	961.07	438.59	348.71	1015.93	389.72	915.51	1233.75	305.55	281.09	1378.57	1151.06	1268.46	297.17	791.35	414.87	473.41	521.76	275.28	397.93	819.3	218.79	417.77	830.75
LCMT2	9836	113.56	120.94	112.77	68.07	152.28	138.1	148.09	185.11	143.01	201.25	129.69	170.25	155.5	67.59	82.87	124.37	146.03	140.04	149.12	134.3	96.68	129.69	127	149.12	140.04	164.42	107.38	153.34	120.1	116.78	74.06	145.02	159.9
PCNP	57092	1286.18	2997.45	1977.24	764.36	1628.26	3212.66	3168.41	1519.15	854.13	1572.76	2255.7	1286.18	1322.37	3901.01	723.08	1806.78	3060.45	1286.18	1225.22	1331.57	2758.13	3257.52	915.51	1388.16	1143.1	1662.49	1183.45	1407.55	2956.17	3665.02	1407.55	1088.92	2520.38
MRPL54	116541	1397.83	1870.53	1594.73	1313.23	1781.89	1745.2	1977.24	995	1844.76	1685.71	1487.87	1191.69	1259.69	1529.73	1857.6	796.86	1250.98	2133.97	1388.16	1467.37	2047	1529.73	1896.65	1096.5	1498.22	2777.33	2193.99	2537.92	5329.3	1583.71	1313.23	2163.77	2956.17
PRAMEF6	343068	0	0	0	0	0	0	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300C	10871	30.78	15.45	0	5.77	32.59	10.31	8.45	3.14	31.22	2.39	26.28	31.22	20.26	14.45	27.05	3	17	24.46	16.75	28.04	9.41	22.1	22.1	3.82	28.45	53.57	53.95	55.49	19.53	9.63	14.14	24.11	58.71
RP11-444E17.6	0	1.81	3.53	0	0	0	0.78	7.17	2.97	0.75	1.71	1.23	0	1.53	0.83	0	2.34	2.27	1.91	1.31	0	0	0	0	0.78	0.8	1.36	0	0.77	0	0.82	0	0	0.79
NIPAL1	152519	116.78	10.08	1015.93	299.25	209.84	0.6	2.03	836.53	138.1	1208.34	91.41	90.77	361.04	3.47	114.36	785.88	33.78	141.02	75.11	381.68	51.71	2.89	100.83	733.19	158.79	52.08	122.64	100.13	400.71	1.73	237.86	122.64	98.73
RAB1A	5861	3665.02	2303.12	3955.48	5954.47	4802.93	2609.3	2148.82	2816.11	4736.79	4639.29	3124.78	3874.05	4512.4	3081.75	5219.6	2739.08	2720.15	5255.91	4450.27	5672.41	4152.18	3564.78	4869.99	3467.27	3639.7	3820.7	4543.8	4607.24	5403.7	2915.45	5711.87	4450.27	4095
TVP23C	201158	130.6	124.37	223.41	55.89	76.17	142.01	108.14	148.09	88.88	116.78	108.14	93.35	178.77	161.02	59.97	121.79	130.6	72.01	88.26	71	129.69	122.64	83.45	135.24	74.58	96.01	127	94.01	105.15	115.16	55.89	90.77	102.97
C2orf74	339804	134.3	733.19	110.43	106.63	244.57	571.05	764.36	208.38	63	85.82	353.59	211.31	90.14	473.41	131.51	301.33	318.57	70.01	87.03	316.37	417.77	808	0	163.28	144.01	759.08	143.01	149.12	368.65	497	61.68	307.69	473.41
GFM1	85476	368.65	543.96	327.56	389.72	532.74	343.89	587.13	547.75	351.14	429.54	457.25	457.25	476.71	591.22	301.33	514.56	450.94	466.88	417.77	395.18	447.82	518.15	305.55	287.01	329.84	438.59	336.79	351.14	403.5	547.75	483.38	389.72	341.51
NAA50	80218	733.19	1008.9	1457.23	529.06	1295.13	842.36	1023	1286.18	902.89	1685.71	1191.69	1340.84	1183.45	1096.5	536.45	1685.71	1417.35	1008.9	1051.79	1295.13	878.17	1030.12	836.53	1407.55	808	748.61	743.43	1540.37	693.58	1322.37	693.58	769.69	1096.5
NUDT2	318	441.64	483.38	392.44	363.56	703.28	438.59	890.44	397.93	718.08	438.59	400.71	480.04	409.15	511	403.5	435.55	420.68	356.05	426.57	273.37	1199.98	660.68	599.49	497	551.56	543.96	387.02	647.07	1467.37	728.11	392.44	540.19	1001.93
HDAC9	9734	142.01	417.77	12.74	31.45	341.51	87.65	158.79	31.45	170.25	17.38	363.56	500.46	265.87	334.46	34.75	32.82	647.07	98.73	140.04	69.03	214.27	264.03	40.36	24.28	212.78	277.2	177.53	320.8	143.01	403.5	47.5	102.97	389.72
PJA2	9867	902.89	2400.97	728.11	583.07	878.17	1781.89	2400.97	921.88	400.71	764.36	1407.55	854.13	878.17	3146.52	351.14	1551.09	2451.44	638.15	808	743.43	1857.6	2956.17	366.09	583.07	860.08	693.58	599.49	473.41	547.75	2997.45	684.02	486.75	775.05
MMADHC	27249	1467.37	1870.53	2835.7	1769.57	1832.01	1832.01	2090.03	2148.82	1407.55	2209.26	1437.15	1407.55	1977.24	1977.24	1388.16	2018.8	1662.49	1769.57	1540.37	1794.29	2287.2	1781.89	1447.15	1977.24	1651	2104.58	1583.71	2400.97	2835.7	1883.54	1685.71	1721.16	2193.99
CDRT1	374286	2.12	0	0	0	0	0	3.99	0	0	0	1.43	0	0	0	2.81	2.78	0	0	0	0	2.89	0	0	0.89	1.57	7	0	0	0	1.6	8.19	4.66	2.81
ASIC2	40	15.11	2.58	0	8	2.58	3.35	6.06	0	7.17	0.51	3.11	1.43	1.08	1.66	23.76	0.21	1.77	14.24	10	0.2	1.58	3.26	4.35	0	0	0.93	1.11	0.84	2.27	1.28	13.32	0.8	0.22
MAGEB18	286514	0	1.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX5B	1329	9808.75	7695.57	7803.01	14163.58	7803.01	9876.98	7382.04	6337.83	12676.65	7749.1	6207.38	7130.55	8363.13	8363.13	16269.83	4769.75	6935.54	15715.58	9151.82	6561.36	8305.36	6887.62	15824.9	7180.15	8191	14262.1	12329.98	11035.54	29736.59	6294.04	11112.3	20593.91	12329.98
MID1IP1	58526	860.08	1066.48	559.28	460.44	1844.76	1806.78	1331.57	483.38	1233.75	890.44	1819.35	1794.29	1540.37	2018.8	866.07	476.71	961.07	921.88	785.88	753.83	2018.8	934.76	525.39	660.68	1697.45	947.83	1844.76	1508.65	1628.26	1059.11	713.11	1286.18	1151.06
YY1	7528	791.35	830.75	842.36	607.87	819.3	620.67	769.69	981.29	698.41	603.67	713.11	651.58	718.08	884.29	607.87	1096.5	718.08	575.03	796.86	540.19	748.61	909.17	521.76	896.64	698.41	688.78	703.28	860.08	723.08	884.29	684.02	497	616.37
KLF6	1316	3443.31	1674.06	1709.26	1529.73	2240.11	1051.79	1001.93	2664.15	954.43	4239.45	5594.3	3235.01	3060.45	1457.23	5292.48	1870.53	2148.82	3515.68	2335.28	2520.38	3349.13	1295.13	4298.64	1697.45	6164.49	1709.26	1151.06	1208.34	1467.37	723.08	1896.65	1457.23	1936.53
FAM27D1	0	2.03	1.68	0	0.53	0.53	6.36	1.55	2.68	0.58	0.57	0.57	4.24	1.89	1.69	0.6	1.58	3.38	4.7	0.6	1.97	1.13	2.23	0	1.08	1.13	1.14	0	1.06	0	0.64	1.5	0	0.6
MT-ATP8	4509	431797.89	1055868.42	945028.61	887875.81	122293.5	509950.32	887875.81	736332.6	645473.24	701458.36	271387.49	258533.99	800198.39	2375828.71	1078054.48	482442.34	348306.01	1204496.53	437825.58	992012.34	1545882.32	2068278.89	938500.81	329517.51	492579.5	598087.73	513497.31	80683.28	509950.32	2845004.48	2111737.85	1116072.03	353168.2
KIAA1107	23285	14.78	47.5	31	17.51	30.78	18.43	43.02	24.81	10	10.79	37.32	21.47	26.28	31.45	8.13	43.94	30.34	24.99	12.55	17	37.05	50.98	10.71	20.26	22.59	21.78	13.72	10.63	18.43	37.05	30.56	17.77	18.43
NTHL1	4913	353.59	327.56	273.37	234.57	441.64	444.72	303.44	208.38	426.57	242.88	480.04	466.88	312	316.37	381.68	181.28	329.84	460.44	368.65	341.51	403.5	307.69	323.03	293.07	447.82	444.72	620.67	521.76	656.11	320.8	265.87	547.75	547.75
HAL	3034	17.77	4.28	38.95	9.93	3.06	0.85	7	32.36	2.36	48.87	8.58	9.2	0	0.89	2.48	11.21	6.41	7	11.21	11.64	8.99	2.07	2.41	19.82	4.21	26.86	5.59	5.41	0	6.52	11.47	21.01	16.63
C7orf76	401388	0	0	1.53	0	0	0.41	0.4	0	0.39	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH8	54737	759.08	1313.23	476.71	587.13	595.34	1259.69	1143.1	753.83	497	503.95	896.64	642.59	825	1277.29	624.99	819.3	941.27	775.05	547.75	417.77	1617	1487.87	579.04	507.46	775.05	748.61	674.59	329.84	348.71	1250.98	866.07	813.63	571.05
MCM3	4172	775.05	638.15	559.28	258.57	1111.82	583.07	583.07	665.29	785.88	599.49	723.08	1037.29	780.44	486.75	309.83	802.41	759.08	665.29	620.67	500.46	466.88	599.49	389.72	559.28	796.86	713.11	651.58	988.12	423.61	647.07	571.05	607.87	934.76
NLGN1	22871	15.11	111.99	5.82	3.26	26.67	67.12	63	17.64	11.64	11.82	59.97	36.79	20.86	85.82	3.82	55.49	81.14	13.32	20.56	19.53	58.71	111.21	24.28	9.06	20.86	8.25	9.2	4.9	7.94	142.01	10.47	14.24	20.71
GCAT	23464	287.01	309.83	507.46	138.1	253.23	297.17	181.28	412	343.89	438.59	273.37	237.86	371.22	211.31	285.03	323.03	297.17	287.01	275.28	518.15	414.87	214.27	166.73	551.56	226.54	265.87	320.8	376.41	571.05	271.48	185.11	346.29	343.89
GPR119	139760	9.63	0	0	3.53	2.68	0	5.41	0	0.62	0	7.63	8.99	4.62	0	3.86	0	0	4.06	5.87	0	0	0	0	0	0	0	1.3	0	13.42	0	0.97	0	0
ZDHHC3	51304	1685.71	842.36	1388.16	1561.89	2047	866.07	802.41	1561.89	2209.26	1685.71	1378.57	2148.82	2163.77	669.92	1651	1909.85	1151.06	1662.49	2148.82	1277.29	1037.29	708.18	1781.89	1794.29	2555.58	1191.69	1662.49	2335.28	1883.54	785.88	1806.78	2061.24	1259.69
AKR7A2	8574	2400.97	1208.34	1477.58	3639.7	1909.85	1487.87	1127.35	954.43	2468.49	1745.2	1733.13	1745.2	1651	967.76	3491.39	1529.73	1487.87	2739.08	3060.45	1286.18	1457.23	974.5	4239.45	1417.35	1551.09	1519.15	1991	2061.24	2956.17	941.27	2875.3	1806.78	1883.54
KRTAP9-6	100507608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC6	11322	934.76	343.89	579.04	928.3	753.83	142.01	403.5	339.14	1001.93	872.1	591.22	599.49	444.72	226.54	759.08	583.07	127.89	1008.9	540.19	1216.75	149.12	228.13	915.51	417.77	860.08	1733.13	825	1073.91	177.53	167.9	1104.13	521.76	1268.46
AAAS	8086	896.64	1001.93	543.96	620.67	1073.91	1088.92	1037.29	567.1	1001.93	723.08	1059.11	909.17	1008.9	890.44	718.08	769.69	1151.06	947.83	896.64	813.63	669.92	1023	785.88	1030.12	941.27	1250.98	1081.39	1015.93	525.39	967.76	909.17	842.36	1159.07
TBL3	10607	802.41	395.18	764.36	460.44	791.35	665.29	559.28	934.76	884.29	753.83	759.08	941.27	665.29	397.93	688.78	902.89	603.67	651.58	775.05	669.92	397.93	447.82	713.11	954.43	842.36	688.78	723.08	808	353.59	379.04	457.25	819.3	583.07
FAM163B	642968	1.95	0	0	3.72	9.13	5.06	1.93	0	0	0	5.32	9.63	13.93	1.46	0	0	3.66	0	7	0	0	8.92	10.47	0	14.03	10.63	11.13	0	0	2.1	0	6.94	1.97
AC010877.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB12	201475	497	1331.57	633.73	201.25	543.96	1378.57	1359.57	525.39	307.69	915.51	860.08	435.55	356.05	1628.26	269.6	518.15	1295.13	454.09	260.38	860.08	1322.37	1721.16	215.77	669.92	529.06	555.41	426.57	295.11	555.41	1583.71	289.02	497	669.92
GNAZ	2781	197.09	507.46	53.57	99.43	152.28	842.36	486.75	75.11	100.83	50.98	493.56	199.85	181.28	612.11	78.89	202.66	708.18	116.78	126.12	115.16	500.46	703.28	120.1	85.22	208.38	212.78	102.97	144.01	66.65	559.28	96.68	117.6	180.02
CD47	961	1175.27	802.41	2133.97	825	1781.89	674.59	909.17	1697.45	1286.18	2451.44	1008.9	1447.15	1540.37	647.07	1008.9	2133.97	1001.93	1397.83	1037.29	1268.46	941.27	860.08	1051.79	1340.84	1794.29	2133.97	1757.34	2895.31	3018.3	842.36	961.07	1936.53	1991
ANTXRL	195977	2.61	3.79	0	0	0	0	0.92	2.78	0	0	0.88	0	0	1	3.59	0	0	0	0	0	0	1	1.69	0.93	0	0.97	0	0	0	10.79	0	0	0
WDR74	54663	796.86	684.02	693.58	368.65	660.68	961.07	713.11	825	842.36	642.59	947.83	743.43	591.22	583.07	738.29	660.68	583.07	802.41	551.56	723.08	813.63	624.99	620.67	836.53	718.08	1216.75	802.41	738.29	703.28	616.37	532.74	981.29	1088.92
MT1H	4496	6294.04	26.1	669.92	1583.71	118.43	0	0	450.94	273.37	116.78	3280.18	64.8	612.11	10.88	2664.15	93.35	45.53	15499.21	4181.07	163.28	65.26	0	6935.54	559.28	1096.5	237.86	1674.06	303.44	6164.49	12.64	567.1	2178.83	289.02
PDCD2L	84306	178.77	221.86	124.37	94.01	289.02	194.36	201.25	164.42	242.88	171.45	260.38	241.19	228.13	135.24	154.42	113.56	125.24	228.13	175.07	158.79	177.53	172.65	128.79	141.02	224.97	351.14	246.28	334.46	341.51	248	112.77	262.2	343.89
ZBTB44	29068	279.14	356.05	346.29	223.41	273.37	299.25	293.07	447.82	228.13	371.22	348.71	320.8	343.89	314.17	132.44	438.59	242.88	242.88	264.03	271.48	309.83	351.14	183.82	358.54	214.27	336.79	217.27	264.03	195.72	348.71	295.11	277.2	295.11
MYO16	23026	3.96	15	2.16	0.66	1.89	3.59	3.06	1.79	3.41	3.35	9.06	2.1	3.69	9.06	1.71	6.26	47.5	2.78	3.59	2.97	15.56	5.28	3.03	5.32	4.17	8.78	2.66	2.56	0	10.71	1.62	3.5	8.45
SEMA4C	54910	599.49	1583.71	231.32	87.65	438.59	1119.56	1427.22	363.56	204.07	303.44	1208.34	624.99	249.73	1388.16	154.42	603.67	1529.73	277.2	242.88	358.54	775.05	1447.15	236.21	363.56	529.06	339.14	279.14	224.97	121.79	1617	173.85	181.28	417.77
MUC7	4589	5.96	0	0	0.74	0	0	0	0	0	0	0	0	0	0	15.8	0	0	153.34	1.62	102.25	8.38	0	0.83	0	0	0	0	0	0	2.61	5.63	0	0
EIF4E	1977	954.43	698.41	1781.89	607.87	1313.23	713.11	748.61	928.3	1277.29	1322.37	819.3	1259.69	921.88	1088.92	967.76	995	1030.12	1551.09	1119.56	1119.56	780.44	1023	1159.07	1378.57	854.13	1030.12	1059.11	1519.15	2485.67	848.22	836.53	1331.57	1369.04
NOD2	64127	27.25	10.63	181.28	6.06	23.08	6.16	8.13	248	17.77	209.84	18.56	37.59	22.59	11.21	12.55	202.66	17.77	19.53	27.44	327.56	8.25	12.74	22.26	186.4	24.28	47.17	49.91	38.67	12.09	5.77	16.39	13.72	34.02
RSC1A1	6248	21.01	12.74	27.05	0.84	3.79	2.58	24.63	128.79	9.56	38.95	10.24	10.88	27.05	27.44	4.21	102.97	17.77	5.96	17.64	40.07	10.47	14.89	1.41	31.9	10.16	8.13	0	12.36	13.62	18.43	0.84	7.4	10.63
NDUFAB1	4706	2739.08	4010.71	3303	3515.68	2178.83	3039.3	4607.24	2090.03	3124.78	2645.74	1832.01	1870.53	2061.24	4123.49	3901.01	2047	2240.11	4123.49	2537.92	2061.24	4038.61	3614.55	4704.07	1781.89	2104.58	3491.39	2816.11	3467.27	7081.29	3325.99	3847.29	4543.8	3794.3
NTNG2	84628	64.8	32.36	2.34	10.71	28.45	56.68	27.05	9.27	33.06	10.08	54.72	18.03	21.32	28.86	26.47	9.63	48.52	25.17	18.56	8.45	43.32	19.82	22.59	7.63	33.3	55.1	15	24.81	43.32	21.94	13.03	22.43	56.68
IL1RAPL1	11141	3.35	9.48	2.68	0.51	2.61	8.38	14.67	1.41	1.6	0.57	7.51	1.93	3.32	13.12	0	3.76	8.99	1.79	1.35	2.27	6.67	12.36	4.28	0.25	2.12	2.51	1.23	0.24	3.59	12.27	0.92	3.29	4.1
CABP7	164633	12.36	49.56	1.43	4.74	4.39	36.79	72.52	1.03	6.21	2.66	19.82	15.34	0.61	53.57	1.46	2.39	12.55	9.34	4.24	3.59	16.88	67.59	1.41	0.97	2.97	2.01	2.36	2.73	0.54	35.76	3.99	0.68	8.92
PRSS38	339501	0	0.41	0	0	0	0	3.59	0.82	0	0	0	0	0	0.42	0	0.78	0	0	1.53	0	0	1.66	0	0	0	0	0	1.11	0	0	0	0	0
C8orf49	0	40.93	2.43	0	114.36	98.04	79.45	127.89	0	71.5	0	21.94	105.89	136.19	1.27	34.75	0	32.59	52.45	84.63	0	19.39	0	108.14	0	86.43	16.15	87.65	38.67	24.99	0	111.99	54.33	11.21
C11orf44	283171	0	0	0	0	0.35	0	0	0	0.39	0	0	0	0.49	0	0	0	0	0	0	1.16	0	0	0	0	0.42	0	0	0.39	1.28	0	0	0	0.41
NHSL1	57224	547.75	153.34	713.11	796.86	204.07	31.22	169.07	1001.93	251.48	713.11	169.07	256.78	221.86	146.03	249.73	624.99	100.83	669.92	470.14	616.37	258.57	153.34	718.08	575.03	164.42	59.13	162.14	106.63	191.67	182.55	1313.23	156.59	61.68
HIST2H2AB	317772	12	8.71	0	3.86	6.67	6.94	3.92	2.51	14.24	3.08	4.03	6.57	10	0	3.03	0	0	10.08	9.93	0	14.67	2.23	15.22	1.04	3.82	7.63	3.82	63	32.13	2.89	1.28	4.7	9.63
RP11-17M16.1	0	2.53	3.14	5.36	1.45	4.28	2.56	2.51	5.28	2.81	2.39	4.31	6.67	1.57	5.87	0.44	4.62	4.06	2.71	3.41	5.19	3.08	5.87	2.89	1.28	0	2.23	1.6	3.26	3.59	4.46	1.62	2.34	1.3
ARHGEF39	84904	107.38	63.45	68.07	61.25	173.85	88.26	87.65	99.43	191.67	83.45	111.21	74.06	156.59	80.57	70.51	72.01	57.49	135.24	89.51	34.26	57.49	107.38	82.29	73.54	96.68	135.24	143.01	244.57	149.12	105.89	223.41	183.82	170.25
EEF1A2	1917	193.01	226.54	206.94	58.3	961.07	429.54	211.31	117.6	616.37	40.93	463.65	1457.23	1001.93	258.57	559.28	41.81	131.51	124.37	785.88	111.21	366.09	450.94	20.11	693.58	1073.91	518.15	748.61	1225.22	463.65	153.34	36.53	1977.24	624.99
KCNH2	3757	454.09	1806.78	18.29	50.98	540.19	2682.69	1806.78	52.45	151.22	39.5	1594.73	819.3	148.09	2664.15	82.87	205.5	429.54	255	182.55	95.34	1870.53	2627.46	155.5	64.34	624.99	256.78	141.02	83.45	101.54	2502.97	101.54	92.05	289.02
ATAD1	84896	376.41	591.22	441.64	255	514.56	555.41	559.28	441.64	251.48	435.55	511	454.09	483.38	688.78	267.73	603.67	743.43	423.61	379.04	486.75	511	612.11	297.17	406.31	368.65	381.68	358.54	447.82	463.65	698.41	353.59	361.04	503.95
PRKACG	5568	0.83	0	0	0	0.37	0	1.2	0	0.79	0.4	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	1.17	0	0
PBDC1	51260	764.36	591.22	728.11	1037.29	647.07	483.38	612.11	665.29	791.35	708.18	450.94	525.39	567.1	660.68	1059.11	607.87	414.87	921.88	647.07	571.05	693.58	624.99	909.17	507.46	603.67	616.37	743.43	543.96	854.13	599.49	1073.91	703.28	656.11
ATP2C2	9914	273.37	21.63	54.33	173.85	291.04	3.86	11.13	111.99	262.2	86.43	83.45	223.41	185.11	12.64	226.54	102.97	1.99	470.14	229.72	336.79	18.03	0	376.41	92.7	150.17	154.42	122.64	140.04	126.12	2.97	361.04	127	62.12
TOMM20L	387990	7.88	18.03	0	3.96	2.01	15	15	0	10.96	1.16	8.92	8.25	9.27	13.93	0.89	5.96	10.79	1.75	2.05	2.66	20.71	15.22	7.69	3.17	8.71	3.79	11.55	8.78	7.63	18.16	10.16	5.59	9.27
LAMA2	3908	224.97	981.29	94.01	53.95	151.22	441.64	1096.5	303.44	149.12	44.25	796.86	121.79	420.68	406.31	162.14	305.55	1059.11	111.99	258.57	237.86	341.51	651.58	301.33	147.06	157.68	356.05	234.57	116.78	73.54	703.28	195.72	159.9	232.94
IMPG1	3617	6.01	6.41	6.01	4.7	2.61	0	2.34	12.18	15	5.15	0	4.06	2.76	6.57	0	9.78	2.29	3.79	0	0	1.13	7.22	2.92	6.06	1.13	2.46	1.27	2.29	1.14	1.83	17.13	0	1.75
AEN	64782	231.32	253.23	111.21	94.01	329.84	291.04	312	142.01	368.65	438.59	366.09	387.02	329.84	178.77	373.81	226.54	143.01	281.09	295.11	353.59	249.73	162.14	269.6	161.02	366.09	457.25	275.28	473.41	275.28	163.28	187.71	171.45	490.14
FAM153A	285596	2.92	40.07	0	13.72	10.16	57.08	24.99	40.64	21.01	6.16	54.72	24.99	16.03	92.7	8.32	13.52	234.57	4.94	3.86	40.93	101.54	43.32	14.78	7.34	22.92	28.24	23.76	6.31	0	58.71	6.21	95.34	38.95
STRC	161497	4.35	12.36	12.27	5.59	3.86	3	27.64	24.28	13.72	9.85	5.45	6.16	9.2	1.6	6.46	7.17	3.59	3.86	1.55	2.89	3.82	3.92	7.63	10.39	6.67	12.27	3.5	4.28	0	4.62	11.13	0	6.52
EBI3	10148	153.34	35.76	6.62	37.05	131.51	24.11	32.82	8.85	248	15	65.72	131.51	72.01	24.99	77.25	13.93	9.78	135.24	125.24	37.85	48.87	53.19	121.79	8.38	224.97	441.64	262.2	234.57	33.54	10.79	58.3	131.51	497
KHNYN	23351	995	684.02	656.11	616.37	728.11	723.08	599.49	988.12	1073.91	825	728.11	1674.06	1073.91	529.06	620.67	1119.56	679.29	703.28	780.44	540.19	583.07	638.15	733.19	848.22	1277.29	743.43	995	579.04	287.01	748.61	988.12	909.17	525.39
CCDC127	133957	100.83	134.3	132.44	72.52	73.54	218.79	127	186.4	56.68	72.52	117.6	102.25	67.59	124.37	83.45	85.22	156.59	82.87	100.83	29.06	126.12	167.9	82.87	87.65	74.58	73.54	82.87	68.07	49.21	139.07	133.36	69.03	66.65
FAM86A	196483	220.32	202.66	166.73	163.28	249.73	256.78	218.79	149.12	301.33	194.36	194.36	264.03	256.78	198.47	173.85	163.28	181.28	275.28	202.66	234.57	191.67	262.2	208.38	182.55	214.27	277.2	293.07	346.29	241.19	175.07	190.34	301.33	231.32
GAB2	9846	447.82	289.02	490.14	447.82	180.02	199.85	384.34	607.87	256.78	441.64	376.41	327.56	242.88	277.2	215.77	420.68	563.18	423.61	395.18	429.54	214.27	297.17	305.55	435.55	356.05	155.5	237.86	181.28	120.94	264.03	409.15	187.71	164.42
MAEA	10296	1369.04	1159.07	1397.83	1277.29	1322.37	1001.93	1159.07	1259.69	1794.29	1277.29	1175.27	1313.23	1233.75	909.17	1331.57	1250.98	1127.35	1417.35	1242.34	1051.79	961.07	1073.91	1447.15	1437.15	1259.69	1331.57	1259.69	1561.89	1127.35	1059.11	1508.65	1175.27	1225.22
LRP10	26020	4575.41	3235.01	4836.35	4543.8	6079.61	3982.99	3168.41	7537.18	5219.6	5633.22	4704.07	5594.3	4671.57	2739.08	4095	6471.02	4181.07	3212.66	4328.55	3847.29	3491.39	2855.44	3847.29	5255.91	6652.97	2434.5	3491.39	5041.77	1304.15	2835.7	4066.71	3349.13	2720.15
AL021920.2	0	0	6.16	0	0	0	0.77	10	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0
